gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CancerHR-proficient	CancerHRD	DC	EC	Fibroblast	Mast	Myeloid	T_cell
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0DF9024C0	0.001	0.018	0.003	0.0	0.001	0.01	0.0	0.001	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS036707F4C	0.001	0.004	0.005	0.0	0.0	0.002	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0FE9D6F11	0.0	0.021	0.05	0.002	0.002	0.01	0.0	0.001	0.001
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0CCE526F7	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS007954822	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0123EE122	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.01
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0EBBBD522	0.0	0.017	0.008	0.0	0.003	0.026	0.0	0.002	0.003
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0AC8C45C5	0.0	0.0	0.0	0.001	0.006	0.0	0.0	0.001	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS01072357C	0.0	0.001	0.003	0.0	0.013	0.02	0.0	0.001	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0961DD05D	0.002	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.017
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02704D1B8	0.001	0.007	0.011	0.0	0.001	0.229	0.0	0.003	0.002
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0A10C2A8F	0.001	0.018	0.003	0.0	0.001	0.01	0.0	0.001	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0EE63435D	0.001	0.004	0.005	0.0	0.0	0.002	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS03BC3A729	0.0	0.021	0.05	0.002	0.002	0.01	0.0	0.001	0.001
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0F05B138C	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS03F33B34C	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0F41AC8EC	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.01
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS00877D499	0.0	0.017	0.008	0.0	0.003	0.026	0.0	0.002	0.003
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0ED630027	0.0	0.0	0.0	0.001	0.006	0.0	0.0	0.001	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0C283076A	0.0	0.001	0.003	0.0	0.013	0.02	0.0	0.001	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0D861FC88	0.002	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.017
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0C95AC883	0.001	0.007	0.011	0.0	0.001	0.229	0.0	0.003	0.002
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0E9BE6A4E	0.001	0.018	0.003	0.0	0.001	0.01	0.0	0.001	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0661CE946	0.001	0.004	0.005	0.0	0.0	0.002	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS08F783A87	0.0	0.021	0.05	0.002	0.002	0.01	0.0	0.001	0.001
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS08643DD8A	0.004	0.015	0.005	0.006	0.026	0.026	0.015	0.008	0.004
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS07A42979A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0CD97BA9B	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS03C93A8FE	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0F5CC57E2	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.01
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS04662DF1A	0.0	0.017	0.008	0.0	0.003	0.026	0.0	0.002	0.003
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0CCD1017B	0.0	0.0	0.0	0.001	0.006	0.0	0.0	0.001	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS09BDB5618	0.0	0.001	0.003	0.0	0.013	0.02	0.0	0.001	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0BE97E181	0.002	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.017
WNT2	P09544	False	WNT2_HUMAN		CPI-SS017D5AA63	0.001	0.007	0.011	0.0	0.001	0.229	0.0	0.003	0.002
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0146C75AD	0.001	0.018	0.003	0.0	0.001	0.01	0.0	0.001	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS068E97BDA	0.001	0.004	0.005	0.0	0.0	0.002	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D10CE481	0.0	0.021	0.05	0.002	0.002	0.01	0.0	0.001	0.001
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS010F961E8	0.004	0.015	0.005	0.006	0.026	0.026	0.015	0.008	0.004
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS015ED6D03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS02682D84C	0.008	0.005	0.005	0.022	0.0	0.073	0.003	0.017	0.001
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0D192A275	0.029	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0097929A7	0.001	0.007	0.046	0.0	0.007	0.031	0.036	0.001	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.013	0.017	0.006	0.008	0.021	0.048	0.05	0.002	0.026
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
GPR25	O00155	False	GPR25_HUMAN		CPI-SS0EECD7662	0.042	0.003	0.006	0.005	0.003	0.003	0.0	0.004	0.114
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0A81A3626	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.01
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.001	0.004	0.005	0.0	0.0	0.002	0.0	0.0	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.0	0.001	0.01	0.002	0.025	0.027	0.004	0.003	0.001
AGRN	O00468	False	AGRIN_HUMAN		CPI-SS075189979	0.006	0.148	0.104	0.036	0.398	0.298	0.015	0.121	0.013
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.006	0.041	0.074	0.003	0.214	0.617	0.02	0.023	0.027
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.001	0.028	0.004	0.003	0.13	0.065	0.0	0.013	0.005
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.003	0.033	0.07	0.031	0.387	0.375	0.015	0.052	0.005
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0E1A8414D	0.001	0.002	0.026	0.006	0.003	0.054	0.0	0.001	0.001
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.001	0.028	0.004	0.003	0.13	0.065	0.0	0.013	0.005
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.003	0.033	0.07	0.031	0.387	0.375	0.015	0.052	0.005
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.001	0.002	0.026	0.006	0.003	0.054	0.0	0.001	0.001
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.001	0.028	0.004	0.003	0.13	0.065	0.0	0.013	0.005
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.003	0.033	0.07	0.031	0.387	0.375	0.015	0.052	0.005
DLK1	P80370	False	DLK1_HUMAN		CPI-SS007AA9FDE	0.001	0.002	0.026	0.006	0.003	0.054	0.0	0.001	0.001
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0F21DBF93	0.005	0.062	0.013	0.002	0.069	0.007	0.018	0.004	0.029
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.007	0.009	0.002	0.0	0.472	0.002	0.002	0.002	0.001
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.006	0.005	0.016	0.0	0.0	0.004	0.006	0.001	0.004
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.027	0.151	0.148	0.416	0.247	0.372	0.003	0.439	0.01
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.027	0.151	0.148	0.416	0.247	0.372	0.003	0.439	0.01
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.002	0.135	0.049	0.003	0.04	0.078	0.018	0.003	0.007
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS059EC4FAE	0.984	0.104	0.142	1.257	0.049	0.048	0.511	1.222	2.009
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.278	0.015	0.016	0.185	0.006	0.009	0.046	0.208	0.028
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.027	0.151	0.148	0.416	0.247	0.372	0.003	0.439	0.01
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.016	0.131	0.19	0.065	0.008	0.133	0.072	0.231	0.007
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.13	0.007	0.013	0.011	0.002	0.003	0.011	0.005	0.182
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	0.009	0.007	0.01	0.027	0.004	0.015	0.042	0.051	0.194
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.13	0.007	0.013	0.011	0.002	0.003	0.011	0.005	0.182
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.049	0.103	0.041	0.498	0.013	0.017	0.072	0.586	0.004
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.009	0.007	0.01	0.027	0.004	0.015	0.042	0.051	0.194
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.001	0.001	0.0	0.0	0.002	0.002	0.0	0.002	0.028
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	1.48	2.219	2.63	1.495	1.598	1.861	1.556	1.968	1.673
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.141	0.004	0.006	0.109	0.003	0.005	0.002	0.002	0.105
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.049	0.103	0.041	0.498	0.013	0.017	0.072	0.586	0.004
CD70	P32970	False	CD70_HUMAN		CPI-SS0C412B7DE	0.123	0.005	0.006	0.018	0.002	0.009	0.003	0.014	0.091
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	0.183	0.374	0.148	0.441	0.962	0.411	0.838	0.739	0.342
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	1.48	2.219	2.63	1.495	1.598	1.861	1.556	1.968	1.673
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.013	0.017	0.006	0.008	0.021	0.048	0.05	0.002	0.026
MSTN	O14793	False	GDF8_HUMAN		CPI-SC023986FB9	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	0.013	0.017	0.006	0.008	0.021	0.048	0.05	0.002	0.026
MSTN	O14793	False	GDF8_HUMAN		CPI-SC08968AFE6	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS073811AB3	0.004	0.013	0.025	0.031	0.032	0.02	0.0	0.007	0.001
CORT	O00230	False	CORT_HUMAN		CPI-SS06CE0CF64	0.0	0.001	0.0	0.0	0.012	0.001	0.0	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS0C272BD3D	0.0	0.001	0.0	0.0	0.012	0.001	0.0	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS0AB20B9AD	0.0	0.001	0.0	0.0	0.012	0.001	0.0	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS0A7FB677C	0.0	0.001	0.0	0.0	0.012	0.001	0.0	0.0	0.0
ADM	P35318	False	ADML_HUMAN		CPI-SC063148F3A	0.012	0.058	0.096	0.038	0.138	0.125	0.0	0.329	0.005
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SC0C396EE2C	0.014	0.012	0.05	0.001	0.005	0.005	0.003	0.004	0.007
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SC01AD532CA	0.014	0.012	0.05	0.001	0.005	0.005	0.003	0.004	0.007
AGRP	O00253	False	AGRP_HUMAN		CPI-SS09CF5B145	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.015	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS098F8DB82	0.059	0.017	0.06	0.092	0.057	0.023	0.104	0.091	0.067
AGRP	O00253	False	AGRP_HUMAN		CPI-SS0CC136A8D	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.015	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS0BE6DBE1A	0.059	0.017	0.06	0.092	0.057	0.023	0.104	0.091	0.067
POMC	P01189	False	COLI_HUMAN		CPI-SS0F1F74938	0.059	0.017	0.06	0.092	0.057	0.023	0.104	0.091	0.067
PENK	P01210	False	PENK_HUMAN		CPI-SS0D97012FB	0.0	0.0	0.004	0.0	0.0	0.014	0.0	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS073232B30	0.059	0.017	0.06	0.092	0.057	0.023	0.104	0.091	0.067
PENK	P01210	False	PENK_HUMAN		CPI-SS0BD6EE954	0.0	0.0	0.004	0.0	0.0	0.014	0.0	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS08A803A29	0.059	0.017	0.06	0.092	0.057	0.023	0.104	0.091	0.067
PENK	P01210	False	PENK_HUMAN		CPI-SS0D1EF9598	0.0	0.0	0.004	0.0	0.0	0.014	0.0	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS00BD8FF72	0.059	0.017	0.06	0.092	0.057	0.023	0.104	0.091	0.067
ASIP	P42127	False	ASIP_HUMAN		CPI-SS019ABECEC	0.001	0.002	0.005	0.12	0.004	0.023	0.019	0.017	0.0
LEFTY2	O00292	False	LFTY2_HUMAN		CPI-SS033A27302	0.001	0.001	0.008	0.0	0.01	0.008	0.0	0.001	0.0
LEFTY1	O75610	False	LFTY1_HUMAN		CPI-SS0E9F84F1F	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
TULP1	O00294	False	TULP1_HUMAN		CPI-SS0E9F23560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.003	0.015	0.036	0.013	0.313	0.244	0.257	0.036	0.003
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.003	0.015	0.036	0.013	0.313	0.244	0.257	0.036	0.003
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS095463C07	0.019	0.009	0.008	0.073	0.07	0.001	0.072	0.166	0.035
GPR1	P46091	False	GPR1_HUMAN		CPI-SS04CD88411	0.0	0.001	0.001	0.002	0.004	0.036	0.0	0.001	0.0
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.001	0.007	0.007	0.173	0.037	0.039	0.0	0.289	0.002
GPR1	P46091	False	GPR1_HUMAN		CPI-SS00F776249	0.0	0.001	0.001	0.002	0.004	0.036	0.0	0.001	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0E0BCE16F	0.006	0.041	0.074	0.003	0.214	0.617	0.02	0.023	0.027
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0DF5E47DB	0.005	0.062	0.013	0.002	0.069	0.007	0.018	0.004	0.029
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.009	0.007	0.01	0.007	0.004	0.004	0.003	0.011	0.347
RNASET2	O00584	False	RNT2_HUMAN		CPI-SS016FD0C8A	0.858	0.44	0.257	1.452	0.084	0.214	0.387	1.548	0.592
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0BBA3F8DC	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.097	0.0
GPR37	O15354	False	GPR37_HUMAN		CPI-SS078D3318D	0.0	0.002	0.004	0.0	0.0	0.008	0.0	0.003	0.0
S1PR2	O95136	False	S1PR2_HUMAN		CPI-SS041C01EC0	0.013	0.01	0.017	0.022	0.01	0.074	0.005	0.069	0.019
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.097	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.006	0.077	0.027	0.007	1.036	0.009	0.006	0.007	0.004
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.018	0.059	0.063	0.028	0.826	1.448	0.009	0.161	0.02
CXCL14	O95715	False	CXL14_HUMAN		CPI-SS0669CC233	0.018	1.153	0.127	0.037	0.087	0.978	0.042	0.03	0.021
GHRH	P01286	False	SLIB_HUMAN		CPI-SS074050495	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.006	0.01	0.027	0.002	0.014	0.018	0.009	0.002	0.007
NRG2	O14511	False	NRG2_HUMAN		CPI-SS0E063192D	0.006	0.01	0.027	0.002	0.014	0.018	0.009	0.002	0.007
EREG	O14944	False	EREG_HUMAN		CPI-SS0FC42EC80	0.0	0.007	0.008	0.064	0.0	0.0	0.004	0.17	0.001
BTC	P35070	False	BTC_HUMAN		CPI-SS0F0D7F25C	0.0	0.015	0.012	0.002	0.006	0.004	0.0	0.0	0.0
NRG3	P56975	False	NRG3_HUMAN		CPI-SS0D5E30C6C	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	0.0	0.013	0.009	0.033	0.004	0.125	0.0	0.061	0.001
EREG	O14944	False	EREG_HUMAN		CPI-SS004C23DCE	0.0	0.007	0.008	0.064	0.0	0.0	0.004	0.17	0.001
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.013	0.009	0.033	0.004	0.125	0.0	0.061	0.001
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.0	0.013	0.009	0.033	0.004	0.125	0.0	0.061	0.001
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.0	0.013	0.009	0.033	0.004	0.125	0.0	0.061	0.001
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.0	0.013	0.009	0.033	0.004	0.125	0.0	0.061	0.001
RSPO4	Q2I0M5	False	RSPO4_HUMAN		CPI-SS034D3988F	0.0	0.001	0.005	0.0	0.001	0.005	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	0.0	0.003	0.002	0.0	0.001	0.055	0.0	0.0	0.0
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS01E3453DB	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0
RSPO4	Q2I0M5	False	RSPO4_HUMAN		CPI-SS0609FCF76	0.0	0.001	0.005	0.0	0.001	0.005	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0E5397537	0.0	0.003	0.002	0.0	0.001	0.055	0.0	0.0	0.0
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS019104E2E	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0EB5364D4	0.002	0.004	0.01	0.001	0.096	0.161	0.0	0.001	0.001
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	0.005	0.002	0.001	0.009	0.0	0.026	0.0	0.002	0.01
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.167	0.006	0.011	0.007	0.005	0.002	0.019	0.003	0.137
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS0F94547B2	0.167	0.006	0.011	0.007	0.005	0.002	0.019	0.003	0.137
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.02	0.047	0.034	0.075	0.147	0.067	0.03	0.134	0.03
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	0.984	0.104	0.142	1.257	0.049	0.048	0.511	1.222	2.009
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	0.984	0.104	0.142	1.257	0.049	0.048	0.511	1.222	2.009
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.002	0.017	0.007	0.0	0.02	0.001	0.0	0.0	0.001
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.093	0.068	0.044	0.304	0.023	0.012	0.061	0.308	0.046
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.005	0.009	0.008	0.005	0.282	0.162	0.006	0.007	0.004
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.053	0.028	0.03	0.033	0.002	0.054	0.01	0.05	0.074
EPO	P01588	False	EPO_HUMAN		CPI-SS04124F4E1	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.001	0.005	0.018	0.001	0.003	0.036	0.0	0.178	0.001
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.053	0.028	0.03	0.033	0.002	0.054	0.01	0.05	0.074
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.001	0.005	0.018	0.001	0.003	0.036	0.0	0.178	0.001
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.001	0.045	0.083	0.028	0.004	0.153	0.0	0.015	0.002
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.003	0.105	0.041	0.0	0.374	0.061	0.0	0.006	0.003
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.003	0.002	0.009	0.225	0.024	0.002	0.0	0.002	0.001
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS08718E4FB	0.053	0.028	0.03	0.033	0.002	0.054	0.01	0.05	0.074
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0DA366C78	0.001	0.005	0.018	0.001	0.003	0.036	0.0	0.178	0.001
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0A5B945E3	0.001	0.045	0.083	0.028	0.004	0.153	0.0	0.015	0.002
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0865716E5	0.003	0.105	0.041	0.0	0.374	0.061	0.0	0.006	0.003
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0D41C7AF5	0.003	0.002	0.009	0.225	0.024	0.002	0.0	0.002	0.001
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS07CA5A6F1	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPO	P01588	False	EPO_HUMAN		CPI-SS087A17AD6	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.001	0.005	0.018	0.001	0.003	0.036	0.0	0.178	0.001
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.005	0.024	0.017	0.009	0.002	0.003	0.008	0.003	0.138
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS02AFCED82	0.0	0.01	0.006	0.134	0.119	0.072	0.0	0.013	0.001
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0BEAB521F	0.0	0.001	0.002	0.0	0.002	0.067	0.0	0.0	0.001
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.005	0.024	0.017	0.009	0.002	0.003	0.008	0.003	0.138
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS07BECB892	0.0	0.01	0.006	0.134	0.119	0.072	0.0	0.013	0.001
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0AB0604B5	0.0	0.001	0.002	0.0	0.002	0.067	0.0	0.0	0.001
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.005	0.024	0.017	0.009	0.002	0.003	0.008	0.003	0.138
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09F973C1A	0.0	0.01	0.006	0.134	0.119	0.072	0.0	0.013	0.001
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS041888D39	0.0	0.001	0.002	0.0	0.002	0.067	0.0	0.0	0.001
VGF	O15240	False	VGF_HUMAN		CPI-SS04C396C5D	0.003	0.005	0.015	0.0	0.0	0.0	0.0	0.001	0.002
NGF	P01138	False	NGF_HUMAN		CPI-SS052127A00	0.0	0.001	0.005	0.001	0.001	0.024	0.0	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	0.0	0.001	0.005	0.001	0.001	0.024	0.0	0.0	0.0
TTR	P02766	False	TTHY_HUMAN		CPI-SS08B85996F	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTR	P02766	False	TTHY_HUMAN		CPI-SS00D3CD86E	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTR	P02766	False	TTHY_HUMAN		CPI-SS06006F870	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS0829B8FD2	0.427	0.488	0.356	1.935	0.859	0.829	0.396	2.215	0.122
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SS00F979E99	0.739	0.131	0.118	0.428	0.119	0.085	0.279	0.171	0.809
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.205	0.34	0.24	0.393	0.319	0.528	0.196	0.457	0.226
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.117	0.3	0.284	0.579	0.418	0.158	0.14	0.924	0.171
